id,customer_id,order_date,status,total_amount
1414,41,2022-01-01 00:23:34,pending,207.02
1415,72,2022-01-01 00:23:35,pending,742.94
1416,53,2022-01-01 00:23:36,pending,317.22
1417,99,2022-01-01 00:23:37,paid,951.80
1418,11,2022-01-01 00:23:38,paid,318.89
1419,69,2022-01-01 00:23:39,paid,858.80
1420,52,2022-01-01 00:23:40,pending,190.24
1421,17,2022-01-01 00:23:41,pending,722.41
1422,48,2022-01-01 00:23:42,pending,67.28
1423,41,2022-01-01 00:23:43,paid,795.09
1424,6,2022-01-01 00:23:44,paid,356.14
1425,78,2022-01-01 00:23:45,pending,701.40
1426,15,2022-01-01 00:23:46,pending,634.17
1427,29,2022-01-01 00:23:47,paid,90.98
1428,46,2022-01-01 00:23:48,pending,23.04
1429,79,2022-01-01 00:23:49,pending,988.36
1430,9,2022-01-01 00:23:50,pending,890.21
1431,2,2022-01-01 00:23:51,paid,950.51
1432,10,2022-01-01 00:23:52,paid,189.02
1433,81,2022-01-01 00:23:53,paid,612.12
1434,23,2022-01-01 00:23:54,paid,483.09
1435,35,2022-01-01 00:23:55,paid,450.30
1436,27,2022-01-01 00:23:56,pending,717.37
1437,20,2022-01-01 00:23:57,paid,631.99
1438,33,2022-01-01 00:23:58,paid,95.93
1439,66,2022-01-01 00:23:59,paid,621.27
1440,43,2022-01-01 00:24:00,pending,5.69
1441,80,2022-01-01 00:24:01,pending,818.22
1442,44,2022-01-01 00:24:02,paid,785.83
1443,82,2022-01-01 00:24:03,pending,877.18
1444,81,2022-01-01 00:24:04,pending,283.87
1445,47,2022-01-01 00:24:05,paid,509.23
1446,97,2022-01-01 00:24:06,paid,562.66
1447,49,2022-01-01 00:24:07,paid,512.51
1448,67,2022-01-01 00:24:08,pending,826.27
1449,60,2022-01-01 00:24:09,pending,493.35
1450,66,2022-01-01 00:24:10,pending,618.37
1451,58,2022-01-01 00:24:11,paid,242.46
1452,64,2022-01-01 00:24:12,paid,613.15
1453,76,2022-01-01 00:24:13,paid,12.63
1454,62,2022-01-01 00:24:14,pending,866.82
1455,55,2022-01-01 00:24:15,paid,7.55
1456,68,2022-01-01 00:24:16,pending,226.53
1457,36,2022-01-01 00:24:17,paid,236.55
1458,81,2022-01-01 00:24:18,paid,704.45
1459,8,2022-01-01 00:24:19,paid,515.70
1460,62,2022-01-01 00:24:20,paid,15.64
1461,84,2022-01-01 00:24:21,pending,803.04
1462,63,2022-01-01 00:24:22,paid,151.86
1463,77,2022-01-01 00:24:23,paid,244.26
1464,52,2022-01-01 00:24:24,pending,817.15
1465,20,2022-01-01 00:24:25,paid,274.71
1466,33,2022-01-01 00:24:26,pending,786.44
1467,35,2022-01-01 00:24:27,pending,874.76
1468,97,2022-01-01 00:24:28,paid,765.26
1469,70,2022-01-01 00:24:29,pending,607.75
1470,62,2022-01-01 00:24:30,pending,126.20
1471,38,2022-01-01 00:24:31,pending,382.97
1472,19,2022-01-01 00:24:32,pending,976.92
1473,21,2022-01-01 00:24:33,pending,981.33
1474,21,2022-01-01 00:24:34,pending,375.12
1475,47,2022-01-01 00:24:35,paid,256.92
1476,42,2022-01-01 00:24:36,paid,147.14
1477,62,2022-01-01 00:24:37,pending,585.00
1478,17,2022-01-01 00:24:38,paid,689.87
1479,74,2022-01-01 00:24:39,pending,565.68
1480,79,2022-01-01 00:24:40,paid,339.83
1481,81,2022-01-01 00:24:41,pending,211.84
1482,90,2022-01-01 00:24:42,paid,378.40
1483,9,2022-01-01 00:24:43,paid,851.29
1484,29,2022-01-01 00:24:44,paid,509.07
1485,96,2022-01-01 00:24:45,paid,754.98
1486,90,2022-01-01 00:24:46,pending,690.23
1487,94,2022-01-01 00:24:47,paid,66.79
1488,46,2022-01-01 00:24:48,paid,536.08
1489,22,2022-01-01 00:24:49,paid,955.17
1490,20,2022-01-01 00:24:50,paid,108.90
1491,35,2022-01-01 00:24:51,paid,32.73
1492,62,2022-01-01 00:24:52,pending,817.05
1493,17,2022-01-01 00:24:53,pending,997.08
1494,77,2022-01-01 00:24:54,paid,306.47
1495,65,2022-01-01 00:24:55,paid,135.10
1496,93,2022-01-01 00:24:56,pending,686.96
1497,4,2022-01-01 00:24:57,pending,801.85
1498,55,2022-01-01 00:24:58,pending,170.45
1499,27,2022-01-01 00:24:59,pending,237.06
1500,28,2022-01-01 00:25:00,paid,214.56
1501,76,2022-01-01 00:25:01,pending,113.74
1502,100,2022-01-01 00:25:02,pending,563.10
1503,11,2022-01-01 00:25:03,paid,27.34
1504,56,2022-01-01 00:25:04,paid,153.67
1505,1,2022-01-01 00:25:05,paid,728.42
1506,74,2022-01-01 00:25:06,paid,723.51
1507,21,2022-01-01 00:25:07,paid,277.82
1508,61,2022-01-01 00:25:08,paid,85.89
1509,25,2022-01-01 00:25:09,pending,460.55
1510,69,2022-01-01 00:25:10,paid,472.31
1511,65,2022-01-01 00:25:11,pending,733.05
1512,27,2022-01-01 00:25:12,pending,40.03
1513,55,2022-01-01 00:25:13,pending,698.34
1514,22,2022-01-01 00:25:14,paid,629.50
1515,59,2022-01-01 00:25:15,paid,604.29
1516,51,2022-01-01 00:25:16,paid,123.25
1517,77,2022-01-01 00:25:17,paid,642.80
1518,1,2022-01-01 00:25:18,paid,305.24
1519,21,2022-01-01 00:25:19,paid,890.82
1520,77,2022-01-01 00:25:20,paid,949.12
1521,65,2022-01-01 00:25:21,pending,579.19
1522,11,2022-01-01 00:25:22,pending,974.00
1523,39,2022-01-01 00:25:23,paid,1.01
1524,55,2022-01-01 00:25:24,pending,897.89
1525,14,2022-01-01 00:25:25,paid,778.50
1526,4,2022-01-01 00:25:26,pending,492.12
1527,21,2022-01-01 00:25:27,pending,396.04
1528,79,2022-01-01 00:25:28,pending,493.81
1529,88,2022-01-01 00:25:29,pending,876.43
1530,77,2022-01-01 00:25:30,pending,468.89
1531,76,2022-01-01 00:25:31,pending,228.69
1532,60,2022-01-01 00:25:32,pending,435.06
1533,46,2022-01-01 00:25:33,paid,827.74
1534,94,2022-01-01 00:25:34,pending,651.43
1535,69,2022-01-01 00:25:35,paid,200.00
1536,1,2022-01-01 00:25:36,pending,61.14
1537,3,2022-01-01 00:25:37,pending,783.40
1538,44,2022-01-01 00:25:38,paid,233.40
1539,47,2022-01-01 00:25:39,paid,106.48
1540,4,2022-01-01 00:25:40,pending,292.93
1541,21,2022-01-01 00:25:41,pending,488.44
1542,50,2022-01-01 00:25:42,pending,247.81
1543,39,2022-01-01 00:25:43,paid,800.37
1544,51,2022-01-01 00:25:44,paid,330.74
1545,38,2022-01-01 00:25:45,pending,47.85
1546,47,2022-01-01 00:25:46,paid,454.01
1547,46,2022-01-01 00:25:47,pending,535.75
1548,21,2022-01-01 00:25:48,pending,645.32
1549,2,2022-01-01 00:25:49,paid,158.57
1550,98,2022-01-01 00:25:50,pending,379.02
1551,65,2022-01-01 00:25:51,pending,923.13
1552,61,2022-01-01 00:25:52,paid,47.03
1553,81,2022-01-01 00:25:53,pending,154.82
1554,95,2022-01-01 00:25:54,pending,423.38
1555,75,2022-01-01 00:25:55,pending,965.11
1556,72,2022-01-01 00:25:56,paid,868.46
1557,76,2022-01-01 00:25:57,pending,464.75
1558,8,2022-01-01 00:25:58,paid,191.69
1559,54,2022-01-01 00:25:59,pending,895.88
1560,90,2022-01-01 00:26:00,paid,545.39
1561,77,2022-01-01 00:26:01,paid,325.92
1562,80,2022-01-01 00:26:02,paid,457.99
1563,46,2022-01-01 00:26:03,paid,797.04
1564,44,2022-01-01 00:26:04,paid,131.57
1565,46,2022-01-01 00:26:05,pending,857.24
1566,16,2022-01-01 00:26:06,paid,426.07
1567,3,2022-01-01 00:26:07,pending,212.61
1568,95,2022-01-01 00:26:08,paid,532.19
1569,16,2022-01-01 00:26:09,pending,835.09
1570,74,2022-01-01 00:26:10,pending,194.93
1571,97,2022-01-01 00:26:11,paid,235.74
1572,75,2022-01-01 00:26:12,paid,491.39
1573,33,2022-01-01 00:26:13,paid,771.32
1574,28,2022-01-01 00:26:14,pending,589.60
1575,30,2022-01-01 00:26:15,paid,789.78
1576,52,2022-01-01 00:26:16,paid,618.82
1577,77,2022-01-01 00:26:17,paid,140.63
1578,84,2022-01-01 00:26:18,pending,767.35
1579,18,2022-01-01 00:26:19,pending,76.50
1580,55,2022-01-01 00:26:20,paid,990.57
1581,83,2022-01-01 00:26:21,pending,855.15
1582,90,2022-01-01 00:26:22,paid,259.50
1583,17,2022-01-01 00:26:23,paid,413.89
1584,57,2022-01-01 00:26:24,paid,109.48
1585,37,2022-01-01 00:26:25,pending,333.78
1586,23,2022-01-01 00:26:26,paid,359.02
1587,92,2022-01-01 00:26:27,pending,936.46
1588,1,2022-01-01 00:26:28,paid,260.04
1589,83,2022-01-01 00:26:29,paid,763.98
1590,23,2022-01-01 00:26:30,paid,14.10
1591,100,2022-01-01 00:26:31,paid,880.42
1592,25,2022-01-01 00:26:32,pending,543.03
1593,46,2022-01-01 00:26:33,pending,403.64
1594,19,2022-01-01 00:26:34,paid,637.67
1595,16,2022-01-01 00:26:35,paid,426.71
1596,17,2022-01-01 00:26:36,paid,125.17
1597,5,2022-01-01 00:26:37,pending,20.75
1598,95,2022-01-01 00:26:38,pending,493.27
1599,81,2022-01-01 00:26:39,paid,324.18
1600,53,2022-01-01 00:26:40,paid,488.64
1601,27,2022-01-01 00:26:41,pending,818.44
1602,20,2022-01-01 00:26:42,pending,567.26
1603,44,2022-01-01 00:26:43,pending,765.91
1604,3,2022-01-01 00:26:44,paid,716.00
1605,2,2022-01-01 00:26:45,pending,443.14
1606,70,2022-01-01 00:26:46,paid,87.60
1607,50,2022-01-01 00:26:47,paid,241.07
1608,61,2022-01-01 00:26:48,paid,95.37
1609,68,2022-01-01 00:26:49,paid,923.36
1610,74,2022-01-01 00:26:50,paid,99.24
1611,42,2022-01-01 00:26:51,pending,335.19
1612,26,2022-01-01 00:26:52,paid,581.21
1613,89,2022-01-01 00:26:53,pending,637.01
1614,52,2022-01-01 00:26:54,paid,756.55
1615,50,2022-01-01 00:26:55,paid,701.26
1616,25,2022-01-01 00:26:56,paid,895.71
1617,70,2022-01-01 00:26:57,paid,654.61
1618,44,2022-01-01 00:26:58,pending,242.57
1619,38,2022-01-01 00:26:59,paid,674.57
1620,79,2022-01-01 00:27:00,pending,306.11
1621,54,2022-01-01 00:27:01,paid,56.26
1622,84,2022-01-01 00:27:02,paid,475.54
1623,25,2022-01-01 00:27:03,paid,253.73
1624,37,2022-01-01 00:27:04,pending,362.94
1625,7,2022-01-01 00:27:05,pending,69.98
1626,23,2022-01-01 00:27:06,paid,12.77
1627,54,2022-01-01 00:27:07,pending,420.69
1628,2,2022-01-01 00:27:08,pending,134.47
1629,98,2022-01-01 00:27:09,paid,129.03
1630,11,2022-01-01 00:27:10,pending,811.87
1631,64,2022-01-01 00:27:11,paid,22.28
1632,64,2022-01-01 00:27:12,pending,722.45
1633,61,2022-01-01 00:27:13,pending,195.85
1634,19,2022-01-01 00:27:14,pending,759.82
1635,16,2022-01-01 00:27:15,paid,686.04
1636,91,2022-01-01 00:27:16,paid,94.32
1637,47,2022-01-01 00:27:17,pending,950.42
1638,97,2022-01-01 00:27:18,paid,129.60
1639,2,2022-01-01 00:27:19,pending,492.90
1640,43,2022-01-01 00:27:20,paid,517.00
1641,24,2022-01-01 00:27:21,paid,690.48
1642,76,2022-01-01 00:27:22,pending,374.98
1643,31,2022-01-01 00:27:23,paid,379.49
1644,14,2022-01-01 00:27:24,paid,127.56
1645,55,2022-01-01 00:27:25,paid,41.50
1646,89,2022-01-01 00:27:26,paid,923.30
1647,83,2022-01-01 00:27:27,pending,492.55
1648,14,2022-01-01 00:27:28,paid,425.75
1649,91,2022-01-01 00:27:29,pending,823.83
1650,93,2022-01-01 00:27:30,paid,876.52
1651,71,2022-01-01 00:27:31,pending,968.33
1652,30,2022-01-01 00:27:32,paid,723.62
1653,70,2022-01-01 00:27:33,paid,674.85
1654,61,2022-01-01 00:27:34,paid,780.77
1655,52,2022-01-01 00:27:35,paid,859.39
1656,29,2022-01-01 00:27:36,pending,837.40
1657,10,2022-01-01 00:27:37,paid,273.70
1658,24,2022-01-01 00:27:38,paid,874.34
1659,65,2022-01-01 00:27:39,paid,181.66
1660,96,2022-01-01 00:27:40,paid,556.85
1661,34,2022-01-01 00:27:41,paid,266.33
1662,79,2022-01-01 00:27:42,pending,474.58
1663,64,2022-01-01 00:27:43,paid,304.32
1664,19,2022-01-01 00:27:44,pending,677.04
1665,13,2022-01-01 00:27:45,pending,238.33
1666,99,2022-01-01 00:27:46,pending,413.51
1667,68,2022-01-01 00:27:47,paid,155.16
1668,44,2022-01-01 00:27:48,paid,627.98
1669,73,2022-01-01 00:27:49,paid,333.47
1670,8,2022-01-01 00:27:50,paid,682.59
1671,47,2022-01-01 00:27:51,paid,964.08
1672,26,2022-01-01 00:27:52,pending,987.02
1673,28,2022-01-01 00:27:53,pending,365.37
1674,51,2022-01-01 00:27:54,paid,696.69
1675,44,2022-01-01 00:27:55,pending,517.37
1676,90,2022-01-01 00:27:56,paid,409.36
1677,94,2022-01-01 00:27:57,pending,520.10
1678,100,2022-01-01 00:27:58,paid,837.33
1679,1,2022-01-01 00:27:59,pending,145.57
1680,48,2022-01-01 00:28:00,paid,761.70
1681,60,2022-01-01 00:28:01,pending,997.29
1682,75,2022-01-01 00:28:02,pending,185.53
1683,46,2022-01-01 00:28:03,pending,917.24
1684,97,2022-01-01 00:28:04,pending,494.22
1685,78,2022-01-01 00:28:05,paid,187.45
1686,10,2022-01-01 00:28:06,pending,604.30
1687,59,2022-01-01 00:28:07,pending,761.74
1688,46,2022-01-01 00:28:08,pending,536.11
1689,20,2022-01-01 00:28:09,pending,233.14
1690,5,2022-01-01 00:28:10,paid,580.89
1691,68,2022-01-01 00:28:11,pending,493.20
1692,98,2022-01-01 00:28:12,pending,249.71
1693,96,2022-01-01 00:28:13,pending,71.66
1694,43,2022-01-01 00:28:14,paid,489.18
1695,56,2022-01-01 00:28:15,paid,958.78
1696,11,2022-01-01 00:28:16,paid,228.48
1697,45,2022-01-01 00:28:17,pending,306.83
1698,95,2022-01-01 00:28:18,paid,182.01
1699,89,2022-01-01 00:28:19,pending,783.56
1700,61,2022-01-01 00:28:20,pending,973.96
1701,40,2022-01-01 00:28:21,paid,507.70
1702,79,2022-01-01 00:28:22,pending,73.96
1703,20,2022-01-01 00:28:23,paid,434.80
1704,97,2022-01-01 00:28:24,paid,736.76
1705,65,2022-01-01 00:28:25,pending,781.64
1706,94,2022-01-01 00:28:26,pending,124.55
1707,62,2022-01-01 00:28:27,pending,578.37
1708,98,2022-01-01 00:28:28,paid,56.99
1709,14,2022-01-01 00:28:29,pending,719.64
1710,98,2022-01-01 00:28:30,pending,381.95
1711,7,2022-01-01 00:28:31,paid,949.78
1712,18,2022-01-01 00:28:32,paid,788.94
1713,42,2022-01-01 00:28:33,pending,61.33
1714,14,2022-01-01 00:28:34,pending,997.62
1715,96,2022-01-01 00:28:35,pending,212.66
1716,45,2022-01-01 00:28:36,paid,645.52
1717,66,2022-01-01 00:28:37,paid,677.45
1718,4,2022-01-01 00:28:38,paid,871.69
1719,58,2022-01-01 00:28:39,paid,527.14
1720,51,2022-01-01 00:28:40,pending,547.33
1721,75,2022-01-01 00:28:41,paid,717.49
1722,30,2022-01-01 00:28:42,paid,339.61
1723,8,2022-01-01 00:28:43,paid,801.08
1724,65,2022-01-01 00:28:44,pending,311.71
1725,81,2022-01-01 00:28:45,paid,20.02
1726,12,2022-01-01 00:28:46,pending,559.82
1727,4,2022-01-01 00:28:47,paid,846.47
1728,63,2022-01-01 00:28:48,paid,466.80
1729,17,2022-01-01 00:28:49,paid,133.43
1730,11,2022-01-01 00:28:50,pending,513.00
1731,74,2022-01-01 00:28:51,pending,913.96
1732,75,2022-01-01 00:28:52,pending,225.82
1733,22,2022-01-01 00:28:53,paid,544.78
1734,56,2022-01-01 00:28:54,paid,772.77
1735,37,2022-01-01 00:28:55,pending,327.89
1736,36,2022-01-01 00:28:56,pending,906.80
1737,71,2022-01-01 00:28:57,paid,964.36
1738,41,2022-01-01 00:28:58,pending,458.06
1739,92,2022-01-01 00:28:59,pending,194.78
1740,11,2022-01-01 00:29:00,pending,332.72
1741,78,2022-01-01 00:29:01,paid,763.61
1742,58,2022-01-01 00:29:02,pending,27.46
1743,46,2022-01-01 00:29:03,paid,407.65
1744,16,2022-01-01 00:29:04,paid,997.42
1745,29,2022-01-01 00:29:05,paid,914.09
1746,80,2022-01-01 00:29:06,paid,825.43
1747,28,2022-01-01 00:29:07,paid,419.03
1748,41,2022-01-01 00:29:08,pending,32.34
1749,68,2022-01-01 00:29:09,pending,25.16
1750,18,2022-01-01 00:29:10,pending,540.81
1751,54,2022-01-01 00:29:11,paid,505.22
1752,76,2022-01-01 00:29:12,pending,259.24
1753,51,2022-01-01 00:29:13,pending,328.01
1754,96,2022-01-01 00:29:14,pending,987.61
1755,61,2022-01-01 00:29:15,pending,494.48
1756,36,2022-01-01 00:29:16,paid,864.06
1757,87,2022-01-01 00:29:17,pending,703.65
1758,54,2022-01-01 00:29:18,pending,868.24
1759,13,2022-01-01 00:29:19,pending,181.78
1760,76,2022-01-01 00:29:20,paid,477.17
1761,42,2022-01-01 00:29:21,paid,102.62
1762,92,2022-01-01 00:29:22,paid,429.43
1763,83,2022-01-01 00:29:23,paid,902.86
1764,97,2022-01-01 00:29:24,pending,694.96
1765,30,2022-01-01 00:29:25,pending,953.98
1766,72,2022-01-01 00:29:26,pending,170.97
1767,16,2022-01-01 00:29:27,pending,990.10
1768,60,2022-01-01 00:29:28,paid,328.18
1769,100,2022-01-01 00:29:29,pending,411.32
1770,42,2022-01-01 00:29:30,pending,17.31
1771,39,2022-01-01 00:29:31,pending,82.98
1772,100,2022-01-01 00:29:32,paid,911.97
1773,74,2022-01-01 00:29:33,pending,533.33
1774,57,2022-01-01 00:29:34,paid,612.36
1775,65,2022-01-01 00:29:35,paid,515.80
1776,87,2022-01-01 00:29:36,paid,262.88
1777,44,2022-01-01 00:29:37,pending,746.73
1778,48,2022-01-01 00:29:38,pending,647.50
1779,60,2022-01-01 00:29:39,pending,255.18
1780,41,2022-01-01 00:29:40,pending,117.96
1781,77,2022-01-01 00:29:41,pending,189.10
1782,33,2022-01-01 00:29:42,pending,383.05
1783,54,2022-01-01 00:29:43,pending,110.12
1784,7,2022-01-01 00:29:44,paid,141.09
1785,27,2022-01-01 00:29:45,pending,779.33
1786,6,2022-01-01 00:29:46,paid,773.24
1787,10,2022-01-01 00:29:47,pending,187.25
1788,84,2022-01-01 00:29:48,pending,831.72
1789,62,2022-01-01 00:29:49,pending,113.31
1790,20,2022-01-01 00:29:50,pending,855.04
1791,99,2022-01-01 00:29:51,pending,813.91
1792,66,2022-01-01 00:29:52,paid,121.23
1793,95,2022-01-01 00:29:53,paid,532.55
1794,74,2022-01-01 00:29:54,paid,310.74
1795,57,2022-01-01 00:29:55,paid,401.72
1796,44,2022-01-01 00:29:56,pending,691.86
1797,62,2022-01-01 00:29:57,paid,963.37
1798,17,2022-01-01 00:29:58,paid,364.70
1799,34,2022-01-01 00:29:59,pending,973.27
1800,56,2022-01-01 00:30:00,paid,303.71
1801,99,2022-01-01 00:30:01,paid,374.28
1802,54,2022-01-01 00:30:02,pending,424.18
1803,62,2022-01-01 00:30:03,pending,324.62
1804,42,2022-01-01 00:30:04,paid,664.58
1805,79,2022-01-01 00:30:05,paid,949.28
1806,6,2022-01-01 00:30:06,paid,124.65
1807,77,2022-01-01 00:30:07,pending,46.34
1808,51,2022-01-01 00:30:08,paid,628.14
1809,63,2022-01-01 00:30:09,paid,324.70
1810,55,2022-01-01 00:30:10,paid,689.51
1811,4,2022-01-01 00:30:11,pending,875.53
1812,38,2022-01-01 00:30:12,pending,755.38
1813,19,2022-01-01 00:30:13,pending,487.20
1814,61,2022-01-01 00:30:14,pending,764.57
1815,39,2022-01-01 00:30:15,paid,101.73
1816,69,2022-01-01 00:30:16,paid,524.52
1817,100,2022-01-01 00:30:17,paid,180.65
1818,69,2022-01-01 00:30:18,paid,137.26
1819,99,2022-01-01 00:30:19,pending,999.16
1820,92,2022-01-01 00:30:20,pending,724.68
1821,69,2022-01-01 00:30:21,paid,919.49
1822,58,2022-01-01 00:30:22,pending,0.91
1823,1,2022-01-01 00:30:23,paid,508.16
1824,47,2022-01-01 00:30:24,paid,818.26
1825,45,2022-01-01 00:30:25,paid,956.29
1826,60,2022-01-01 00:30:26,pending,674.13
1827,28,2022-01-01 00:30:27,paid,638.25
1828,88,2022-01-01 00:30:28,pending,307.33
1829,34,2022-01-01 00:30:29,pending,801.08
1830,3,2022-01-01 00:30:30,paid,935.49
1831,1,2022-01-01 00:30:31,paid,315.66
1832,77,2022-01-01 00:30:32,paid,389.16
1833,2,2022-01-01 00:30:33,pending,140.21
1834,87,2022-01-01 00:30:34,paid,383.63
1835,50,2022-01-01 00:30:35,paid,647.91
1836,93,2022-01-01 00:30:36,pending,436.00
1837,13,2022-01-01 00:30:37,paid,252.30
1838,98,2022-01-01 00:30:38,pending,483.03
1839,25,2022-01-01 00:30:39,paid,828.06
1840,51,2022-01-01 00:30:40,paid,84.30
1841,27,2022-01-01 00:30:41,paid,268.98
1842,28,2022-01-01 00:30:42,paid,205.50
1843,21,2022-01-01 00:30:43,pending,151.38
1844,44,2022-01-01 00:30:44,pending,968.54
1845,62,2022-01-01 00:30:45,paid,878.10
1846,84,2022-01-01 00:30:46,paid,427.60
1847,21,2022-01-01 00:30:47,pending,866.98
1848,72,2022-01-01 00:30:48,paid,384.79
1849,41,2022-01-01 00:30:49,paid,317.04
1850,41,2022-01-01 00:30:50,pending,494.13
1851,57,2022-01-01 00:30:51,paid,837.17
1852,53,2022-01-01 00:30:52,pending,419.20
1853,9,2022-01-01 00:30:53,paid,753.69
1854,77,2022-01-01 00:30:54,paid,607.90
1855,47,2022-01-01 00:30:55,paid,227.14
1856,78,2022-01-01 00:30:56,pending,326.49
1857,95,2022-01-01 00:30:57,paid,403.03
1858,79,2022-01-01 00:30:58,pending,955.81
1859,39,2022-01-01 00:30:59,pending,697.61
1860,39,2022-01-01 00:31:00,pending,193.76
1861,27,2022-01-01 00:31:01,pending,976.55
1862,61,2022-01-01 00:31:02,paid,731.55
1863,13,2022-01-01 00:31:03,pending,823.16
1864,27,2022-01-01 00:31:04,paid,174.57
1865,13,2022-01-01 00:31:05,paid,312.56
1866,33,2022-01-01 00:31:06,pending,464.94
1867,22,2022-01-01 00:31:07,paid,708.83
1868,88,2022-01-01 00:31:08,paid,828.60
1869,67,2022-01-01 00:31:09,paid,284.85
1870,39,2022-01-01 00:31:10,paid,318.20
1871,50,2022-01-01 00:31:11,paid,27.70
1872,47,2022-01-01 00:31:12,pending,352.01
1873,56,2022-01-01 00:31:13,paid,337.32
1874,37,2022-01-01 00:31:14,paid,259.15
1875,90,2022-01-01 00:31:15,pending,952.10
1876,78,2022-01-01 00:31:16,pending,733.60
1877,21,2022-01-01 00:31:17,paid,242.37
1878,9,2022-01-01 00:31:18,paid,271.63
1879,10,2022-01-01 00:31:19,pending,701.04
1880,100,2022-01-01 00:31:20,pending,122.02
1881,75,2022-01-01 00:31:21,paid,930.62
1882,1,2022-01-01 00:31:22,paid,13.26
1883,4,2022-01-01 00:31:23,pending,676.63
1884,2,2022-01-01 00:31:24,pending,939.06
1885,73,2022-01-01 00:31:25,paid,489.66
1886,5,2022-01-01 00:31:26,pending,580.65
1887,18,2022-01-01 00:31:27,paid,412.04
1888,96,2022-01-01 00:31:28,pending,524.34
1889,66,2022-01-01 00:31:29,pending,679.39
1890,54,2022-01-01 00:31:30,pending,292.24
1891,6,2022-01-01 00:31:31,paid,803.73
1892,92,2022-01-01 00:31:32,paid,346.40
1893,64,2022-01-01 00:31:33,paid,561.77
1894,32,2022-01-01 00:31:34,paid,648.99
1895,77,2022-01-01 00:31:35,paid,350.56
1896,96,2022-01-01 00:31:36,pending,65.46
1897,13,2022-01-01 00:31:37,paid,92.49
1898,11,2022-01-01 00:31:38,paid,882.97
1899,50,2022-01-01 00:31:39,paid,372.44
1900,23,2022-01-01 00:31:40,pending,982.89
1901,5,2022-01-01 00:31:41,pending,772.27
1902,97,2022-01-01 00:31:42,pending,754.08
1903,99,2022-01-01 00:31:43,paid,431.22
1904,44,2022-01-01 00:31:44,paid,662.73
1905,57,2022-01-01 00:31:45,paid,705.50
1906,58,2022-01-01 00:31:46,paid,505.02
1907,64,2022-01-01 00:31:47,paid,426.45
1908,61,2022-01-01 00:31:48,paid,760.18
1909,88,2022-01-01 00:31:49,paid,663.74
1910,38,2022-01-01 00:31:50,paid,134.72
1911,85,2022-01-01 00:31:51,paid,88.61
1912,40,2022-01-01 00:31:52,pending,342.42
1913,29,2022-01-01 00:31:53,pending,1.90
1914,5,2022-01-01 00:31:54,paid,400.26
1915,19,2022-01-01 00:31:55,paid,842.57
1916,12,2022-01-01 00:31:56,pending,236.81
1917,18,2022-01-01 00:31:57,paid,524.63
1918,13,2022-01-01 00:31:58,paid,207.66
1919,6,2022-01-01 00:31:59,paid,263.88
1920,64,2022-01-01 00:32:00,paid,191.62
1921,5,2022-01-01 00:32:01,paid,650.64
1922,57,2022-01-01 00:32:02,pending,301.39
1923,78,2022-01-01 00:32:03,pending,600.50
1924,52,2022-01-01 00:32:04,pending,884.55
1925,22,2022-01-01 00:32:05,pending,472.56
1926,7,2022-01-01 00:32:06,pending,413.09
1927,14,2022-01-01 00:32:07,pending,82.77
1928,11,2022-01-01 00:32:08,paid,64.08
1929,22,2022-01-01 00:32:09,paid,560.11
1930,58,2022-01-01 00:32:10,paid,279.37
1931,76,2022-01-01 00:32:11,pending,994.06
1932,3,2022-01-01 00:32:12,paid,358.79
1933,36,2022-01-01 00:32:13,pending,604.02
1934,75,2022-01-01 00:32:14,paid,189.04
1935,45,2022-01-01 00:32:15,paid,725.01
1936,38,2022-01-01 00:32:16,paid,539.99
1937,98,2022-01-01 00:32:17,pending,248.58
1938,4,2022-01-01 00:32:18,paid,969.81
1939,46,2022-01-01 00:32:19,pending,283.78
1940,4,2022-01-01 00:32:20,pending,272.61
1941,89,2022-01-01 00:32:21,pending,710.41
1942,15,2022-01-01 00:32:22,paid,574.68
1943,44,2022-01-01 00:32:23,paid,985.14
1944,37,2022-01-01 00:32:24,paid,639.61
1945,51,2022-01-01 00:32:25,paid,30.94
1946,14,2022-01-01 00:32:26,paid,678.18
1947,2,2022-01-01 00:32:27,pending,290.96
1948,70,2022-01-01 00:32:28,pending,975.02
1949,71,2022-01-01 00:32:29,paid,60.59
1950,17,2022-01-01 00:32:30,paid,942.52
1951,38,2022-01-01 00:32:31,pending,24.75
1952,47,2022-01-01 00:32:32,paid,790.85
1953,41,2022-01-01 00:32:33,paid,521.94
1954,37,2022-01-01 00:32:34,paid,863.99
1955,11,2022-01-01 00:32:35,pending,433.06
1956,38,2022-01-01 00:32:36,paid,832.88
1957,84,2022-01-01 00:32:37,pending,749.81
1958,10,2022-01-01 00:32:38,pending,359.54
1959,31,2022-01-01 00:32:39,pending,816.11
1960,10,2022-01-01 00:32:40,paid,550.68
1961,58,2022-01-01 00:32:41,pending,955.79
1962,61,2022-01-01 00:32:42,pending,503.89
1963,61,2022-01-01 00:32:43,paid,700.59
1964,72,2022-01-01 00:32:44,paid,516.83
1965,28,2022-01-01 00:32:45,paid,114.93
1966,18,2022-01-01 00:32:46,paid,77.21
1967,91,2022-01-01 00:32:47,paid,777.18
1968,52,2022-01-01 00:32:48,paid,580.59
1969,72,2022-01-01 00:32:49,paid,822.17
1970,62,2022-01-01 00:32:50,pending,833.58
1971,41,2022-01-01 00:32:51,paid,75.32
1972,87,2022-01-01 00:32:52,pending,791.18
